zone_id,side,centroid_id,juusin_kansen,juusin_sidou,bside_kansen_present,bside_sidou_present
513243872,W,513243872_C,12317,12246,1,1
513243873,N,513243873_C,12111,12112,1,1
513243873,E,513243873_C,12111,12112,1,0
513243873,S,513243873_C,12111,12112,1,0
513243873,W,513243873_C,12111,12112,1,1
513243874,N,513243874_C,11884,12176,1,1
513243874,E,513243874_C,11884,12176,1,1
513243874,S,513243874_C,11884,12176,1,1
513243874,W,513243874_C,11884,12176,1,0
513243881,N,513243881_C,4556,4778,1,1
513243881,E,513243881_C,4556,4778,1,1
513243881,S,513243881_C,4556,4778,1,1
513243881,W,513243881_C,4556,4778,1,1
513243882,N,513243882_C,4655,4603,1,1
513243882,E,513243882_C,4655,4603,1,1
513243882,S,513243882_C,4655,4603,1,1
513243882,W,513243882_C,4655,4603,1,1
513243883,N,513243883_C,4425,4712,1,1
513243883,E,513243883_C,4425,4712,1,1
513243883,S,513243883_C,4425,4712,1,1
513243883,W,513243883_C,4425,4712,1,1
513243884,N,513243884_C,4435,4427,1,1
513243884,E,513243884_C,4435,4427,0,0
513243884,S,513243884_C,4435,4427,1,1
513243884,W,513243884_C,4435,4427,1,0
513243891,N,513243891_C,4771,4597,0,0
513243891,E,513243891_C,4771,4597,0,0
513243891,S,513243891_C,4771,4597,0,0
513243891,W,513243891_C,4771,4597,1,1
513243942,N,513243942_C,12602,12600,0,0
513243942,E,513243942_C,12602,12600,0,0
513243942,S,513243942_C,12602,12600,1,1
513243942,W,513243942_C,12602,12600,0,0
513243944,N,513243944_C,14252,14243,0,0
513243944,E,513243944_C,14252,14243,1,1
513243944,S,513243944_C,14252,14243,0,0
513243944,W,513243944_C,14252,14243,0,0
513243951,N,513243951_C,14079,14391,1,0
513243951,E,513243951_C,14079,14391,1,0
513243951,S,513243951_C,14079,14391,0,1
513243951,W,513243951_C,14079,14391,0,0
513243952,N,513243952_C,14094,14458,1,1
513243952,E,513243952_C,14094,14458,1,1
513243952,S,513243952_C,14094,14458,1,1
513243952,W,513243952_C,14094,14458,1,0
513243953,N,513243953_C,14278,14334,1,0
513243953,E,513243953_C,14278,14334,1,1
513243953,S,513243953_C,14278,14334,1,0
513243953,W,513243953_C,14278,14334,1,1
513243954,N,513243954_C,14353,14162,1,1
513243954,E,513243954_C,14353,14162,1,1
513243954,S,513243954_C,14353,14162,1,1
513243954,W,513243954_C,14353,14162,1,1
513243961,N,513243961_C,17083,17097,1,1
513243961,E,513243961_C,17083,17097,1,1
513243961,S,513243961_C,17083,17097,1,1
513243961,W,513243961_C,17083,17097,1,1
513243962,N,513243962_C,17656,17660,1,1
513243962,E,513243962_C,17656,17660,1,0
513243962,S,513243962_C,17656,17660,1,1
513243962,W,513243962_C,17656,17660,1,1
513243963,N,513243963_C,17250,17270,1,1
513243963,E,513243963_C,17250,17270,1,1
513243963,S,513243963_C,17250,17270,1,1
513243963,W,513243963_C,17250,17270,1,1
513243964,N,513243964_C,17481,17479,1,1
513243964,E,513243964_C,17481,17479,0,0
513243964,S,513243964_C,17481,17479,1,1
513243964,W,513243964_C,17481,17479,1,1
513243971,N,513243971_C,7757,7756,1,1
513243971,E,513243971_C,7757,7756,1,1
513243971,S,513243971_C,7757,7756,1,1
513243971,W,513243971_C,7757,7756,1,0
513243972,N,513243972_C,7310,7267,1,1
513243972,E,513243972_C,7310,7267,1,1
513243972,S,513243972_C,7310,7267,1,1
513243972,W,513243972_C,7310,7267,1,1
513243973,N,513243973_C,7485,7608,1,0
513243973,E,513243973_C,7485,7608,1,1
513243973,S,513243973_C,7485,7608,1,1
513243973,W,513243973_C,7485,7608,0,0
513243974,N,513243974_C,7681,7466,1,0
513243974,E,513243974_C,7681,7466,1,1
513243974,S,513243974_C,7681,7466,1,1
513243974,W,513243974_C,7681,7466,1,1
513243981,N,513243981_C,11034,11170,1,1
513243981,E,513243981_C,11034,11170,1,1
513243981,S,513243981_C,11034,11170,1,1
513243981,W,513243981_C,11034,11170,1,1
513243982,N,513243982_C,10556,11243,1,1
513243982,E,513243982_C,10556,11243,0,0
513243982,S,513243982_C,10556,11243,1,1
513243982,W,513243982_C,10556,11243,1,1
513243983,N,513243983_C,10719,10690,1,1
513243983,E,513243983_C,10719,10690,1,1
513243983,S,513243983_C,10719,10690,1,1
513243983,W,513243983_C,10719,10690,1,1
513243984,N,513243984_C,10783,10920,1,0
513243984,E,513243984_C,10783,10920,0,0
513243984,S,513243984_C,10783,10920,1,1
513243984,W,513243984_C,10783,10920,1,1
513253051,N,513253051_C,14233,0,0,0
513253051,E,513253051_C,14233,0,0,0
513253051,S,513253051_C,14233,0,1,0
513253051,W,513253051_C,14233,0,0,0
513253052,N,513253052_C,14231,14315,0,0
513253052,E,513253052_C,14231,14315,0,0
513253052,S,513253052_C,14231,14315,1,1
513253052,W,513253052_C,14231,14315,0,0
513253061,N,513253061_C,17373,17376,0,0
513253061,E,513253061_C,17373,17376,0,0
513253061,S,513253061_C,17373,17376,1,1
513253061,W,513253061_C,17373,17376,0,0
513253062,N,513253062_C,17468,17375,0,0
513253062,E,513253062_C,17468,17375,0,0
513253062,S,513253062_C,17468,17375,1,1
513253062,W,513253062_C,17468,17375,0,0
513253071,N,513253071_C,7519,0,0,0
513253071,E,513253071_C,7519,0,0,0
513253071,S,513253071_C,7519,0,1,0
513253071,W,513253071_C,7519,0,0,0
513253072,N,513253072_C,7513,0,0,0
513253072,E,513253072_C,7513,0,0,0
513253072,S,513253072_C,7513,0,1,0
513253072,W,513253072_C,7513,0,0,0
513253081,N,513253081_C,10785,10781,0,0
513253081,E,513253081_C,10785,10781,0,0
513253081,S,513253081_C,10785,10781,1,1
513253081,W,513253081_C,10785,10781,0,0
513253082,N,513253082_C,10778,0,0,0
513253082,E,513253082_C,10778,0,0,0
513253082,S,513253082_C,10778,0,1,0
513253082,W,513253082_C,10778,0,0,0
