weekday_type,hour,facility_mid,size_class,size_emp_min,size_emp_max,active1_start_hour,active1_end_hour,active2_start_hour,active2_end_hour,hourly_base,size_multiplier,m_default,notes
WD,15,病院,S,1,49,9.0,17.0,,,0.97,0.6,0.58,
WD,15,病院,M,50,199,9.0,17.0,,,0.97,0.9,0.87,
WD,15,病院,L,200,499,9.0,17.0,,,0.97,1.2,1.16,
WD,15,病院,XL,500,1000000000,9.0,17.0,,,0.97,1.6,1.55,
WD,16,病院,S,1,49,9.0,17.0,,,0.83,0.6,0.5,
WD,16,病院,M,50,199,9.0,17.0,,,0.83,0.9,0.75,
WD,16,病院,L,200,499,9.0,17.0,,,0.83,1.2,1.0,
WD,16,病院,XL,500,1000000000,9.0,17.0,,,0.83,1.6,1.33,
WD,17,病院,S,1,49,9.0,17.0,,,0.7,0.6,0.42,
WD,17,病院,M,50,199,9.0,17.0,,,0.7,0.9,0.63,
WD,17,病院,L,200,499,9.0,17.0,,,0.7,1.2,0.84,
WD,17,病院,XL,500,1000000000,9.0,17.0,,,0.7,1.6,1.12,
WD,18,病院,S,1,49,9.0,17.0,,,0.7,0.6,0.42,
WD,18,病院,M,50,199,9.0,17.0,,,0.7,0.9,0.63,
WD,18,病院,L,200,499,9.0,17.0,,,0.7,1.2,0.84,
WD,18,病院,XL,500,1000000000,9.0,17.0,,,0.7,1.6,1.12,
WD,19,病院,S,1,49,9.0,17.0,,,0.7,0.6,0.42,
WD,19,病院,M,50,199,9.0,17.0,,,0.7,0.9,0.63,
WD,19,病院,L,200,499,9.0,17.0,,,0.7,1.2,0.84,
WD,19,病院,XL,500,1000000000,9.0,17.0,,,0.7,1.6,1.12,
WD,20,病院,S,1,49,9.0,17.0,,,0.7,0.6,0.42,
WD,20,病院,M,50,199,9.0,17.0,,,0.7,0.9,0.63,
WD,20,病院,L,200,499,9.0,17.0,,,0.7,1.2,0.84,
WD,20,病院,XL,500,1000000000,9.0,17.0,,,0.7,1.6,1.12,
WD,21,病院,S,1,49,9.0,17.0,,,0.7,0.6,0.42,
WD,21,病院,M,50,199,9.0,17.0,,,0.7,0.9,0.63,
WD,21,病院,L,200,499,9.0,17.0,,,0.7,1.2,0.84,
WD,21,病院,XL,500,1000000000,9.0,17.0,,,0.7,1.6,1.12,
WD,22,病院,S,1,49,9.0,17.0,,,0.7,0.6,0.42,
WD,22,病院,M,50,199,9.0,17.0,,,0.7,0.9,0.63,
WD,22,病院,L,200,499,9.0,17.0,,,0.7,1.2,0.84,
WD,22,病院,XL,500,1000000000,9.0,17.0,,,0.7,1.6,1.12,
WD,23,病院,S,1,49,9.0,17.0,,,0.7,0.6,0.42,
WD,23,病院,M,50,199,9.0,17.0,,,0.7,0.9,0.63,
WD,23,病院,L,200,499,9.0,17.0,,,0.7,1.2,0.84,
WD,23,病院,XL,500,1000000000,9.0,17.0,,,0.7,1.6,1.12,
WD,0,オフィス,S,1,9,9.0,18.0,,,0.4,0.6,0.24,
WD,0,オフィス,M,10,49,9.0,18.0,,,0.4,0.85,0.34,
WD,0,オフィス,L,50,199,9.0,18.0,,,0.4,1.0,0.4,
WD,0,オフィス,XL,200,1000000000,9.0,18.0,,,0.4,1.25,0.5,
WD,1,オフィス,S,1,9,9.0,18.0,,,0.4,0.6,0.24,
WD,1,オフィス,M,10,49,9.0,18.0,,,0.4,0.85,0.34,
WD,1,オフィス,L,50,199,9.0,18.0,,,0.4,1.0,0.4,
WD,1,オフィス,XL,200,1000000000,9.0,18.0,,,0.4,1.25,0.5,
WD,2,オフィス,S,1,9,9.0,18.0,,,0.4,0.6,0.24,
WD,2,オフィス,M,10,49,9.0,18.0,,,0.4,0.85,0.34,
WD,2,オフィス,L,50,199,9.0,18.0,,,0.4,1.0,0.4,
WD,2,オフィス,XL,200,1000000000,9.0,18.0,,,0.4,1.25,0.5,
WD,3,オフィス,S,1,9,9.0,18.0,,,0.4,0.6,0.24,
WD,3,オフィス,M,10,49,9.0,18.0,,,0.4,0.85,0.34,
WD,3,オフィス,L,50,199,9.0,18.0,,,0.4,1.0,0.4,
WD,3,オフィス,XL,200,1000000000,9.0,18.0,,,0.4,1.25,0.5,
WD,4,オフィス,S,1,9,9.0,18.0,,,0.4,0.6,0.24,
WD,4,オフィス,M,10,49,9.0,18.0,,,0.4,0.85,0.34,
WD,4,オフィス,L,50,199,9.0,18.0,,,0.4,1.0,0.4,
WD,4,オフィス,XL,200,1000000000,9.0,18.0,,,0.4,1.25,0.5,
WD,5,オフィス,S,1,9,9.0,18.0,,,0.4,0.6,0.24,
WD,5,オフィス,M,10,49,9.0,18.0,,,0.4,0.85,0.34,
WD,5,オフィス,L,50,199,9.0,18.0,,,0.4,1.0,0.4,
WD,5,オフィス,XL,200,1000000000,9.0,18.0,,,0.4,1.25,0.5,
WD,6,オフィス,S,1,9,9.0,18.0,,,0.8,0.6,0.48,
WD,6,オフィス,M,10,49,9.0,18.0,,,0.8,0.85,0.68,
WD,6,オフィス,L,50,199,9.0,18.0,,,0.8,1.0,0.8,
WD,6,オフィス,XL,200,1000000000,9.0,18.0,,,0.8,1.25,1.0,
WD,7,オフィス,S,1,9,9.0,18.0,,,1.2,0.6,0.72,
WD,7,オフィス,M,10,49,9.0,18.0,,,1.2,0.85,1.02,
WD,7,オフィス,L,50,199,9.0,18.0,,,1.2,1.0,1.2,
WD,7,オフィス,XL,200,1000000000,9.0,18.0,,,1.2,1.25,1.5,
WD,8,オフィス,S,1,9,9.0,18.0,,,1.6,0.6,0.96,
WD,8,オフィス,M,10,49,9.0,18.0,,,1.6,0.85,1.36,
WD,8,オフィス,L,50,199,9.0,18.0,,,1.6,1.0,1.6,
WD,8,オフィス,XL,200,1000000000,9.0,18.0,,,1.6,1.25,2.0,
WD,9,オフィス,S,1,9,9.0,18.0,,,1.43,0.6,0.86,
WD,9,オフィス,M,10,49,9.0,18.0,,,1.43,0.85,1.22,
WD,9,オフィス,L,50,199,9.0,18.0,,,1.43,1.0,1.43,
WD,9,オフィス,XL,200,1000000000,9.0,18.0,,,1.43,1.25,1.79,
WD,10,オフィス,S,1,9,9.0,18.0,,,1.27,0.6,0.76,
WD,10,オフィス,M,10,49,9.0,18.0,,,1.27,0.85,1.08,
WD,10,オフィス,L,50,199,9.0,18.0,,,1.27,1.0,1.27,
WD,10,オフィス,XL,200,1000000000,9.0,18.0,,,1.27,1.25,1.59,
WD,11,オフィス,S,1,9,9.0,18.0,,,1.1,0.6,0.66,
WD,11,オフィス,M,10,49,9.0,18.0,,,1.1,0.85,0.94,
WD,11,オフィス,L,50,199,9.0,18.0,,,1.1,1.0,1.1,
WD,11,オフィス,XL,200,1000000000,9.0,18.0,,,1.1,1.25,1.38,
WD,12,オフィス,S,1,9,9.0,18.0,,,1.1,0.6,0.66,
WD,12,オフィス,M,10,49,9.0,18.0,,,1.1,0.85,0.94,
WD,12,オフィス,L,50,199,9.0,18.0,,,1.1,1.0,1.1,
WD,12,オフィス,XL,200,1000000000,9.0,18.0,,,1.1,1.25,1.38,
WD,13,オフィス,S,1,9,9.0,18.0,,,1.1,0.6,0.66,
WD,13,オフィス,M,10,49,9.0,18.0,,,1.1,0.85,0.94,
WD,13,オフィス,L,50,199,9.0,18.0,,,1.1,1.0,1.1,
WD,13,オフィス,XL,200,1000000000,9.0,18.0,,,1.1,1.25,1.38,
WD,14,オフィス,S,1,9,9.0,18.0,,,1.1,0.6,0.66,
WD,14,オフィス,M,10,49,9.0,18.0,,,1.1,0.85,0.94,
WD,14,オフィス,L,50,199,9.0,18.0,,,1.1,1.0,1.1,
WD,14,オフィス,XL,200,1000000000,9.0,18.0,,,1.1,1.25,1.38,
WD,15,オフィス,S,1,9,9.0,18.0,,,1.1,0.6,0.66,
WD,15,オフィス,M,10,49,9.0,18.0,,,1.1,0.85,0.94,
WD,15,オフィス,L,50,199,9.0,18.0,,,1.1,1.0,1.1,
WD,15,オフィス,XL,200,1000000000,9.0,18.0,,,1.1,1.25,1.38,
WD,16,オフィス,S,1,9,9.0,18.0,,,1.27,0.6,0.76,
WD,16,オフィス,M,10,49,9.0,18.0,,,1.27,0.85,1.08,
WD,16,オフィス,L,50,199,9.0,18.0,,,1.27,1.0,1.27,
WD,16,オフィス,XL,200,1000000000,9.0,18.0,,,1.27,1.25,1.59,
WD,17,オフィス,S,1,9,9.0,18.0,,,1.43,0.6,0.86,
WD,17,オフィス,M,10,49,9.0,18.0,,,1.43,0.85,1.22,
WD,17,オフィス,L,50,199,9.0,18.0,,,1.43,1.0,1.43,
WD,17,オフィス,XL,200,1000000000,9.0,18.0,,,1.43,1.25,1.79,
WD,18,オフィス,S,1,9,9.0,18.0,,,1.6,0.6,0.96,
WD,18,オフィス,M,10,49,9.0,18.0,,,1.6,0.85,1.36,
WD,18,オフィス,L,50,199,9.0,18.0,,,1.6,1.0,1.6,
WD,18,オフィス,XL,200,1000000000,9.0,18.0,,,1.6,1.25,2.0,
WD,19,オフィス,S,1,9,9.0,18.0,,,1.2,0.6,0.72,
WD,19,オフィス,M,10,49,9.0,18.0,,,1.2,0.85,1.02,
WD,19,オフィス,L,50,199,9.0,18.0,,,1.2,1.0,1.2,
WD,19,オフィス,XL,200,1000000000,9.0,18.0,,,1.2,1.25,1.5,
WD,20,オフィス,S,1,9,9.0,18.0,,,0.8,0.6,0.48,
WD,20,オフィス,M,10,49,9.0,18.0,,,0.8,0.85,0.68,
WD,20,オフィス,L,50,199,9.0,18.0,,,0.8,1.0,0.8,
WD,20,オフィス,XL,200,1000000000,9.0,18.0,,,0.8,1.25,1.0,
WD,21,オフィス,S,1,9,9.0,18.0,,,0.4,0.6,0.24,
WD,21,オフィス,M,10,49,9.0,18.0,,,0.4,0.85,0.34,
WD,21,オフィス,L,50,199,9.0,18.0,,,0.4,1.0,0.4,
WD,21,オフィス,XL,200,1000000000,9.0,18.0,,,0.4,1.25,0.5,
WD,22,オフィス,S,1,9,9.0,18.0,,,0.4,0.6,0.24,
WD,22,オフィス,M,10,49,9.0,18.0,,,0.4,0.85,0.34,
WD,22,オフィス,L,50,199,9.0,18.0,,,0.4,1.0,0.4,
WD,22,オフィス,XL,200,1000000000,9.0,18.0,,,0.4,1.25,0.5,
WD,23,オフィス,S,1,9,9.0,18.0,,,0.4,0.6,0.24,
WD,23,オフィス,M,10,49,9.0,18.0,,,0.4,0.85,0.34,
WD,23,オフィス,L,50,199,9.0,18.0,,,0.4,1.0,0.4,
WD,23,オフィス,XL,200,1000000000,9.0,18.0,,,0.4,1.25,0.5,
WD,0,官公庁,S,1,49,8.0,17.0,,,0.27,0.8,0.22,
WD,0,官公庁,M,50,199,8.0,17.0,,,0.27,1.0,0.27,
WD,0,官公庁,L,200,999,8.0,17.0,,,0.27,1.25,0.34,
WD,0,官公庁,XL,1000,1000000000,8.0,17.0,,,0.27,1.5,0.41,
WD,1,官公庁,S,1,49,8.0,17.0,,,0.3,0.8,0.24,
WD,1,官公庁,M,50,199,8.0,17.0,,,0.3,1.0,0.3,
WD,1,官公庁,L,200,999,8.0,17.0,,,0.3,1.25,0.38,
WD,1,官公庁,XL,1000,1000000000,8.0,17.0,,,0.3,1.5,0.45,
WD,2,官公庁,S,1,49,8.0,17.0,,,0.3,0.8,0.24,
WD,2,官公庁,M,50,199,8.0,17.0,,,0.3,1.0,0.3,
WD,2,官公庁,L,200,999,8.0,17.0,,,0.3,1.25,0.38,
WD,2,官公庁,XL,1000,1000000000,8.0,17.0,,,0.3,1.5,0.45,
WD,3,官公庁,S,1,49,8.0,17.0,,,0.3,0.8,0.24,
WD,3,官公庁,M,50,199,8.0,17.0,,,0.3,1.0,0.3,
WD,3,官公庁,L,200,999,8.0,17.0,,,0.3,1.25,0.38,
WD,3,官公庁,XL,1000,1000000000,8.0,17.0,,,0.3,1.5,0.45,
WD,4,官公庁,S,1,49,8.0,17.0,,,0.3,0.8,0.24,
WD,4,官公庁,M,50,199,8.0,17.0,,,0.3,1.0,0.3,
WD,4,官公庁,L,200,999,8.0,17.0,,,0.3,1.25,0.38,
WD,4,官公庁,XL,1000,1000000000,8.0,17.0,,,0.3,1.5,0.45,
WD,5,官公庁,S,1,49,8.0,17.0,,,0.3,0.8,0.24,
WD,5,官公庁,M,50,199,8.0,17.0,,,0.3,1.0,0.3,
WD,5,官公庁,L,200,999,8.0,17.0,,,0.3,1.25,0.38,
WD,5,官公庁,XL,1000,1000000000,8.0,17.0,,,0.3,1.5,0.45,
WD,6,官公庁,S,1,49,8.0,17.0,,,0.3,0.8,0.24,
WD,6,官公庁,M,50,199,8.0,17.0,,,0.3,1.0,0.3,
WD,6,官公庁,L,200,999,8.0,17.0,,,0.3,1.25,0.38,
WD,6,官公庁,XL,1000,1000000000,8.0,17.0,,,0.3,1.5,0.45,
WD,7,官公庁,S,1,49,8.0,17.0,,,0.3,0.8,0.24,
WD,7,官公庁,M,50,199,8.0,17.0,,,0.3,1.0,0.3,
WD,7,官公庁,L,200,999,8.0,17.0,,,0.3,1.25,0.38,
WD,7,官公庁,XL,1000,1000000000,8.0,17.0,,,0.3,1.5,0.45,
WD,8,官公庁,S,1,49,8.0,17.0,,,0.63,0.8,0.5,
WD,8,官公庁,M,50,199,8.0,17.0,,,0.63,1.0,0.63,
WD,8,官公庁,L,200,999,8.0,17.0,,,0.63,1.25,0.79,
WD,8,官公庁,XL,1000,1000000000,8.0,17.0,,,0.63,1.5,0.95,
WD,9,官公庁,S,1,49,8.0,17.0,,,0.97,0.8,0.78,
WD,9,官公庁,M,50,199,8.0,17.0,,,0.97,1.0,0.97,
WD,9,官公庁,L,200,999,8.0,17.0,,,0.97,1.25,1.21,
WD,9,官公庁,XL,1000,1000000000,8.0,17.0,,,0.97,1.5,1.46,
WD,10,官公庁,S,1,49,8.0,17.0,,,1.3,0.8,1.04,
WD,10,官公庁,M,50,199,8.0,17.0,,,1.3,1.0,1.3,
WD,10,官公庁,L,200,999,8.0,17.0,,,1.3,1.25,1.62,
WD,10,官公庁,XL,1000,1000000000,8.0,17.0,,,1.3,1.5,1.95,
WD,11,官公庁,S,1,49,8.0,17.0,,,1.27,0.8,1.02,
WD,11,官公庁,M,50,199,8.0,17.0,,,1.27,1.0,1.27,
WD,11,官公庁,L,200,999,8.0,17.0,,,1.27,1.25,1.59,
WD,11,官公庁,XL,1000,1000000000,8.0,17.0,,,1.27,1.5,1.91,
WD,12,官公庁,S,1,49,8.0,17.0,,,1.23,0.8,0.98,
WD,12,官公庁,M,50,199,8.0,17.0,,,1.23,1.0,1.23,
WD,12,官公庁,L,200,999,8.0,17.0,,,1.23,1.25,1.54,
WD,12,官公庁,XL,1000,1000000000,8.0,17.0,,,1.23,1.5,1.84,
WD,13,官公庁,S,1,49,8.0,17.0,,,1.2,0.8,0.96,
WD,13,官公庁,M,50,199,8.0,17.0,,,1.2,1.0,1.2,
WD,13,官公庁,L,200,999,8.0,17.0,,,1.2,1.25,1.5,
WD,13,官公庁,XL,1000,1000000000,8.0,17.0,,,1.2,1.5,1.8,
WD,14,官公庁,S,1,49,8.0,17.0,,,1.2,0.8,0.96,
WD,14,官公庁,M,50,199,8.0,17.0,,,1.2,1.0,1.2,
WD,14,官公庁,L,200,999,8.0,17.0,,,1.2,1.25,1.5,
WD,14,官公庁,XL,1000,1000000000,8.0,17.0,,,1.2,1.5,1.8,
WD,15,官公庁,S,1,49,8.0,17.0,,,1.2,0.8,0.96,
WD,15,官公庁,M,50,199,8.0,17.0,,,1.2,1.0,1.2,
WD,15,官公庁,L,200,999,8.0,17.0,,,1.2,1.25,1.5,
WD,15,官公庁,XL,1000,1000000000,8.0,17.0,,,1.2,1.5,1.8,
WD,16,官公庁,S,1,49,8.0,17.0,,,0.87,0.8,0.7,
WD,16,官公庁,M,50,199,8.0,17.0,,,0.87,1.0,0.87,
WD,16,官公庁,L,200,999,8.0,17.0,,,0.87,1.25,1.09,
WD,16,官公庁,XL,1000,1000000000,8.0,17.0,,,0.87,1.5,1.3,
WD,17,官公庁,S,1,49,8.0,17.0,,,0.53,0.8,0.42,
WD,17,官公庁,M,50,199,8.0,17.0,,,0.53,1.0,0.53,
WD,17,官公庁,L,200,999,8.0,17.0,,,0.53,1.25,0.66,
WD,17,官公庁,XL,1000,1000000000,8.0,17.0,,,0.53,1.5,0.8,
WD,18,官公庁,S,1,49,8.0,17.0,,,0.2,0.8,0.16,
WD,18,官公庁,M,50,199,8.0,17.0,,,0.2,1.0,0.2,
WD,18,官公庁,L,200,999,8.0,17.0,,,0.2,1.25,0.25,
WD,18,官公庁,XL,1000,1000000000,8.0,17.0,,,0.2,1.5,0.3,
WD,19,官公庁,S,1,49,8.0,17.0,,,0.2,0.8,0.16,
WD,19,官公庁,M,50,199,8.0,17.0,,,0.2,1.0,0.2,
WD,19,官公庁,L,200,999,8.0,17.0,,,0.2,1.25,0.25,
WD,19,官公庁,XL,1000,1000000000,8.0,17.0,,,0.2,1.5,0.3,
WD,20,官公庁,S,1,49,8.0,17.0,,,0.2,0.8,0.16,
WD,20,官公庁,M,50,199,8.0,17.0,,,0.2,1.0,0.2,
WD,20,官公庁,L,200,999,8.0,17.0,,,0.2,1.25,0.25,
WD,20,官公庁,XL,1000,1000000000,8.0,17.0,,,0.2,1.5,0.3,
WD,21,官公庁,S,1,49,8.0,17.0,,,0.2,0.8,0.16,
WD,21,官公庁,M,50,199,8.0,17.0,,,0.2,1.0,0.2,
WD,21,官公庁,L,200,999,8.0,17.0,,,0.2,1.25,0.25,
WD,21,官公庁,XL,1000,1000000000,8.0,17.0,,,0.2,1.5,0.3,
WD,22,官公庁,S,1,49,8.0,17.0,,,0.2,0.8,0.16,
WD,22,官公庁,M,50,199,8.0,17.0,,,0.2,1.0,0.2,
WD,22,官公庁,L,200,999,8.0,17.0,,,0.2,1.25,0.25,
WD,22,官公庁,XL,1000,1000000000,8.0,17.0,,,0.2,1.5,0.3,
WD,23,官公庁,S,1,49,8.0,17.0,,,0.23,0.8,0.18,
WD,23,官公庁,M,50,199,8.0,17.0,,,0.23,1.0,0.23,
WD,23,官公庁,L,200,999,8.0,17.0,,,0.23,1.25,0.29,
WD,23,官公庁,XL,1000,1000000000,8.0,17.0,,,0.23,1.5,0.35,
WD,0,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,0.6,0.75,0.45,
WD,0,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,0.6,1.0,0.6,
WD,0,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,0.6,1.3,0.78,
WD,0,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,0.6,1.7,1.02,
WD,1,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,0.4,0.75,0.3,
WD,1,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,0.4,1.0,0.4,
WD,1,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,0.4,1.3,0.52,
WD,1,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,0.4,1.7,0.68,
WD,2,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,0.4,0.75,0.3,
WD,2,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,0.4,1.0,0.4,
WD,2,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,0.4,1.3,0.52,
WD,2,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,0.4,1.7,0.68,
WD,3,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,0.4,0.75,0.3,
WD,3,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,0.4,1.0,0.4,
WD,3,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,0.4,1.3,0.52,
WD,3,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,0.4,1.7,0.68,
WD,4,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,0.4,0.75,0.3,
WD,4,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,0.4,1.0,0.4,
WD,4,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,0.4,1.3,0.52,
WD,4,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,0.4,1.7,0.68,
WD,5,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,0.6,0.75,0.45,
WD,5,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,0.6,1.0,0.6,
WD,5,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,0.6,1.3,0.78,
WD,5,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,0.6,1.7,1.02,
WD,6,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,0.8,0.75,0.6,
WD,6,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,0.8,1.0,0.8,
WD,6,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,0.8,1.3,1.04,
WD,6,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,0.8,1.7,1.36,
WD,7,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.0,0.75,0.75,
WD,7,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.0,1.0,1.0,
WD,7,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.0,1.3,1.3,
WD,7,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.0,1.7,1.7,
WD,8,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.0,0.75,0.75,
WD,8,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.0,1.0,1.0,
WD,8,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.0,1.3,1.3,
WD,8,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.0,1.7,1.7,
WD,9,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.0,0.75,0.75,
WD,9,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.0,1.0,1.0,
WD,9,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.0,1.3,1.3,
WD,9,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.0,1.7,1.7,
WD,10,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.13,0.75,0.85,
WD,10,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.13,1.0,1.13,
WD,10,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.13,1.3,1.47,
WD,10,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.13,1.7,1.92,
WD,11,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.27,0.75,0.95,
WD,11,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.27,1.0,1.27,
WD,11,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.27,1.3,1.65,
WD,11,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.27,1.7,2.16,
WD,12,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.4,0.75,1.05,
WD,12,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.4,1.0,1.4,
WD,12,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.4,1.3,1.82,
WD,12,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.4,1.7,2.38,
WD,13,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.27,0.75,0.95,
WD,13,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.27,1.0,1.27,
WD,13,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.27,1.3,1.65,
WD,13,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.27,1.7,2.16,
WD,14,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.13,0.75,0.85,
WD,14,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.13,1.0,1.13,
WD,14,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.13,1.3,1.47,
WD,14,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.13,1.7,1.92,
WD,15,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.0,0.75,0.75,
WD,15,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.0,1.0,1.0,
WD,15,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.0,1.3,1.3,
WD,15,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.0,1.7,1.7,
WD,16,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.0,0.75,0.75,
WD,16,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.0,1.0,1.0,
WD,16,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.0,1.3,1.3,
WD,16,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.0,1.7,1.7,
WD,17,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.2,0.75,0.9,
WD,17,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.2,1.0,1.2,
WD,17,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.2,1.3,1.56,
WD,17,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.2,1.7,2.04,
WD,18,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.4,0.75,1.05,
WD,18,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.4,1.0,1.4,
WD,18,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.4,1.3,1.82,
WD,18,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.4,1.7,2.38,
WD,19,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.6,0.75,1.2,
WD,19,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.6,1.0,1.6,
WD,19,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.6,1.3,2.08,
WD,19,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.6,1.7,2.72,
WD,20,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.6,0.75,1.2,
WD,20,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.6,1.0,1.6,
WD,20,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.6,1.3,2.08,
WD,20,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.6,1.7,2.72,
WD,21,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.6,0.75,1.2,
WD,21,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.6,1.0,1.6,
WD,21,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.6,1.3,2.08,
WD,21,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.6,1.7,2.72,
WD,22,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.4,0.75,1.05,
WD,22,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.4,1.0,1.4,
WD,22,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.4,1.3,1.82,
WD,22,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.4,1.7,2.38,
WD,23,飲食店集積,S,1,19,11.0,14.0,18.0,23.0,1.0,0.75,0.75,
WD,23,飲食店集積,M,20,99,11.0,14.0,18.0,23.0,1.0,1.0,1.0,
WD,23,飲食店集積,L,100,299,11.0,14.0,18.0,23.0,1.0,1.3,1.3,
WD,23,飲食店集積,XL,300,1000000000,11.0,14.0,18.0,23.0,1.0,1.7,1.7,
WD,0,観光・娯楽,S,1,49,10.0,21.0,,,0.73,0.8,0.58,
WD,0,観光・娯楽,M,50,199,10.0,21.0,,,0.73,1.0,0.73,
WD,0,観光・娯楽,L,200,999,10.0,21.0,,,0.73,1.35,0.99,
WD,0,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.73,1.8,1.31,
WD,1,観光・娯楽,S,1,49,10.0,21.0,,,0.6,0.8,0.48,
