weekday_type,hour,facility_mid,size_class,size_emp_min,size_emp_max,active1_start_hour,active1_end_hour,active2_start_hour,active2_end_hour,hourly_base,size_multiplier,m_default,notes
SUN_HOL,17,飲食店集積,S,1,19,11.0,15.0,18.0,23.0,1.23,0.75,0.92,
SUN_HOL,17,飲食店集積,M,20,99,11.0,15.0,18.0,23.0,1.23,1.0,1.23,
SUN_HOL,17,飲食店集積,L,100,299,11.0,15.0,18.0,23.0,1.23,1.3,1.6,
SUN_HOL,17,飲食店集積,XL,300,1000000000,11.0,15.0,18.0,23.0,1.23,1.7,2.09,
SUN_HOL,18,飲食店集積,S,1,19,11.0,15.0,18.0,23.0,1.47,0.75,1.1,
SUN_HOL,18,飲食店集積,M,20,99,11.0,15.0,18.0,23.0,1.47,1.0,1.47,
SUN_HOL,18,飲食店集積,L,100,299,11.0,15.0,18.0,23.0,1.47,1.3,1.91,
SUN_HOL,18,飲食店集積,XL,300,1000000000,11.0,15.0,18.0,23.0,1.47,1.7,2.5,
SUN_HOL,19,飲食店集積,S,1,19,11.0,15.0,18.0,23.0,1.7,0.75,1.27,
SUN_HOL,19,飲食店集積,M,20,99,11.0,15.0,18.0,23.0,1.7,1.0,1.7,
SUN_HOL,19,飲食店集積,L,100,299,11.0,15.0,18.0,23.0,1.7,1.3,2.21,
SUN_HOL,19,飲食店集積,XL,300,1000000000,11.0,15.0,18.0,23.0,1.7,1.7,2.89,
SUN_HOL,20,飲食店集積,S,1,19,11.0,15.0,18.0,23.0,1.7,0.75,1.27,
SUN_HOL,20,飲食店集積,M,20,99,11.0,15.0,18.0,23.0,1.7,1.0,1.7,
SUN_HOL,20,飲食店集積,L,100,299,11.0,15.0,18.0,23.0,1.7,1.3,2.21,
SUN_HOL,20,飲食店集積,XL,300,1000000000,11.0,15.0,18.0,23.0,1.7,1.7,2.89,
SUN_HOL,21,飲食店集積,S,1,19,11.0,15.0,18.0,23.0,1.7,0.75,1.27,
SUN_HOL,21,飲食店集積,M,20,99,11.0,15.0,18.0,23.0,1.7,1.0,1.7,
SUN_HOL,21,飲食店集積,L,100,299,11.0,15.0,18.0,23.0,1.7,1.3,2.21,
SUN_HOL,21,飲食店集積,XL,300,1000000000,11.0,15.0,18.0,23.0,1.7,1.7,2.89,
SUN_HOL,22,飲食店集積,S,1,19,11.0,15.0,18.0,23.0,1.47,0.75,1.1,
SUN_HOL,22,飲食店集積,M,20,99,11.0,15.0,18.0,23.0,1.47,1.0,1.47,
SUN_HOL,22,飲食店集積,L,100,299,11.0,15.0,18.0,23.0,1.47,1.3,1.91,
SUN_HOL,22,飲食店集積,XL,300,1000000000,11.0,15.0,18.0,23.0,1.47,1.7,2.5,
SUN_HOL,23,飲食店集積,S,1,19,11.0,15.0,18.0,23.0,1.07,0.75,0.8,
SUN_HOL,23,飲食店集積,M,20,99,11.0,15.0,18.0,23.0,1.07,1.0,1.07,
SUN_HOL,23,飲食店集積,L,100,299,11.0,15.0,18.0,23.0,1.07,1.3,1.39,
SUN_HOL,23,飲食店集積,XL,300,1000000000,11.0,15.0,18.0,23.0,1.07,1.7,1.82,
SUN_HOL,0,観光・娯楽,S,1,49,9.0,22.0,,,0.8,0.8,0.64,
SUN_HOL,0,観光・娯楽,M,50,199,9.0,22.0,,,0.8,1.0,0.8,
SUN_HOL,0,観光・娯楽,L,200,999,9.0,22.0,,,0.8,1.35,1.08,
SUN_HOL,0,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.8,1.8,1.44,
SUN_HOL,1,観光・娯楽,S,1,49,9.0,22.0,,,0.7,0.8,0.56,
SUN_HOL,1,観光・娯楽,M,50,199,9.0,22.0,,,0.7,1.0,0.7,
SUN_HOL,1,観光・娯楽,L,200,999,9.0,22.0,,,0.7,1.35,0.94,
SUN_HOL,1,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.7,1.8,1.26,
SUN_HOL,2,観光・娯楽,S,1,49,9.0,22.0,,,0.7,0.8,0.56,
SUN_HOL,2,観光・娯楽,M,50,199,9.0,22.0,,,0.7,1.0,0.7,
SUN_HOL,2,観光・娯楽,L,200,999,9.0,22.0,,,0.7,1.35,0.94,
SUN_HOL,2,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.7,1.8,1.26,
SUN_HOL,3,観光・娯楽,S,1,49,9.0,22.0,,,0.7,0.8,0.56,
SUN_HOL,3,観光・娯楽,M,50,199,9.0,22.0,,,0.7,1.0,0.7,
SUN_HOL,3,観光・娯楽,L,200,999,9.0,22.0,,,0.7,1.35,0.94,
SUN_HOL,3,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.7,1.8,1.26,
SUN_HOL,4,観光・娯楽,S,1,49,9.0,22.0,,,0.7,0.8,0.56,
SUN_HOL,4,観光・娯楽,M,50,199,9.0,22.0,,,0.7,1.0,0.7,
SUN_HOL,4,観光・娯楽,L,200,999,9.0,22.0,,,0.7,1.35,0.94,
SUN_HOL,4,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.7,1.8,1.26,
SUN_HOL,5,観光・娯楽,S,1,49,9.0,22.0,,,0.7,0.8,0.56,
SUN_HOL,5,観光・娯楽,M,50,199,9.0,22.0,,,0.7,1.0,0.7,
SUN_HOL,5,観光・娯楽,L,200,999,9.0,22.0,,,0.7,1.35,0.94,
SUN_HOL,5,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.7,1.8,1.26,
SUN_HOL,6,観光・娯楽,S,1,49,9.0,22.0,,,0.7,0.8,0.56,
SUN_HOL,6,観光・娯楽,M,50,199,9.0,22.0,,,0.7,1.0,0.7,
SUN_HOL,6,観光・娯楽,L,200,999,9.0,22.0,,,0.7,1.35,0.94,
SUN_HOL,6,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.7,1.8,1.26,
SUN_HOL,7,観光・娯楽,S,1,49,9.0,22.0,,,0.8,0.8,0.64,
SUN_HOL,7,観光・娯楽,M,50,199,9.0,22.0,,,0.8,1.0,0.8,
SUN_HOL,7,観光・娯楽,L,200,999,9.0,22.0,,,0.8,1.35,1.08,
SUN_HOL,7,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.8,1.8,1.44,
SUN_HOL,8,観光・娯楽,S,1,49,9.0,22.0,,,0.9,0.8,0.72,
SUN_HOL,8,観光・娯楽,M,50,199,9.0,22.0,,,0.9,1.0,0.9,
SUN_HOL,8,観光・娯楽,L,200,999,9.0,22.0,,,0.9,1.35,1.22,
SUN_HOL,8,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.9,1.8,1.62,
SUN_HOL,9,観光・娯楽,S,1,49,9.0,22.0,,,1.2,0.8,0.96,
SUN_HOL,9,観光・娯楽,M,50,199,9.0,22.0,,,1.2,1.0,1.2,
SUN_HOL,9,観光・娯楽,L,200,999,9.0,22.0,,,1.2,1.35,1.62,
SUN_HOL,9,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.2,1.8,2.16,
SUN_HOL,10,観光・娯楽,S,1,49,9.0,22.0,,,1.4,0.8,1.12,
SUN_HOL,10,観光・娯楽,M,50,199,9.0,22.0,,,1.4,1.0,1.4,
SUN_HOL,10,観光・娯楽,L,200,999,9.0,22.0,,,1.4,1.35,1.89,
SUN_HOL,10,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.4,1.8,2.52,
SUN_HOL,11,観光・娯楽,S,1,49,9.0,22.0,,,1.6,0.8,1.28,
SUN_HOL,11,観光・娯楽,M,50,199,9.0,22.0,,,1.6,1.0,1.6,
SUN_HOL,11,観光・娯楽,L,200,999,9.0,22.0,,,1.6,1.35,2.16,
SUN_HOL,11,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.6,1.8,2.88,
SUN_HOL,12,観光・娯楽,S,1,49,9.0,22.0,,,1.6,0.8,1.28,
SUN_HOL,12,観光・娯楽,M,50,199,9.0,22.0,,,1.6,1.0,1.6,
SUN_HOL,12,観光・娯楽,L,200,999,9.0,22.0,,,1.6,1.35,2.16,
SUN_HOL,12,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.6,1.8,2.88,
SUN_HOL,13,観光・娯楽,S,1,49,9.0,22.0,,,1.6,0.8,1.28,
SUN_HOL,13,観光・娯楽,M,50,199,9.0,22.0,,,1.6,1.0,1.6,
SUN_HOL,13,観光・娯楽,L,200,999,9.0,22.0,,,1.6,1.35,2.16,
SUN_HOL,13,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.6,1.8,2.88,
SUN_HOL,14,観光・娯楽,S,1,49,9.0,22.0,,,1.6,0.8,1.28,
SUN_HOL,14,観光・娯楽,M,50,199,9.0,22.0,,,1.6,1.0,1.6,
SUN_HOL,14,観光・娯楽,L,200,999,9.0,22.0,,,1.6,1.35,2.16,
SUN_HOL,14,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.6,1.8,2.88,
SUN_HOL,15,観光・娯楽,S,1,49,9.0,22.0,,,1.6,0.8,1.28,
SUN_HOL,15,観光・娯楽,M,50,199,9.0,22.0,,,1.6,1.0,1.6,
SUN_HOL,15,観光・娯楽,L,200,999,9.0,22.0,,,1.6,1.35,2.16,
SUN_HOL,15,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.6,1.8,2.88,
SUN_HOL,16,観光・娯楽,S,1,49,9.0,22.0,,,1.6,0.8,1.28,
SUN_HOL,16,観光・娯楽,M,50,199,9.0,22.0,,,1.6,1.0,1.6,
SUN_HOL,16,観光・娯楽,L,200,999,9.0,22.0,,,1.6,1.35,2.16,
SUN_HOL,16,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.6,1.8,2.88,
SUN_HOL,17,観光・娯楽,S,1,49,9.0,22.0,,,1.5,0.8,1.2,
SUN_HOL,17,観光・娯楽,M,50,199,9.0,22.0,,,1.5,1.0,1.5,
SUN_HOL,17,観光・娯楽,L,200,999,9.0,22.0,,,1.5,1.35,2.03,
SUN_HOL,17,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.5,1.8,2.7,
SUN_HOL,18,観光・娯楽,S,1,49,9.0,22.0,,,1.4,0.8,1.12,
SUN_HOL,18,観光・娯楽,M,50,199,9.0,22.0,,,1.4,1.0,1.4,
SUN_HOL,18,観光・娯楽,L,200,999,9.0,22.0,,,1.4,1.35,1.89,
SUN_HOL,18,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.4,1.8,2.52,
SUN_HOL,19,観光・娯楽,S,1,49,9.0,22.0,,,1.3,0.8,1.04,
SUN_HOL,19,観光・娯楽,M,50,199,9.0,22.0,,,1.3,1.0,1.3,
SUN_HOL,19,観光・娯楽,L,200,999,9.0,22.0,,,1.3,1.35,1.76,
SUN_HOL,19,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.3,1.8,2.34,
SUN_HOL,20,観光・娯楽,S,1,49,9.0,22.0,,,1.3,0.8,1.04,
SUN_HOL,20,観光・娯楽,M,50,199,9.0,22.0,,,1.3,1.0,1.3,
SUN_HOL,20,観光・娯楽,L,200,999,9.0,22.0,,,1.3,1.35,1.76,
SUN_HOL,20,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.3,1.8,2.34,
SUN_HOL,21,観光・娯楽,S,1,49,9.0,22.0,,,1.2,0.8,0.96,
SUN_HOL,21,観光・娯楽,M,50,199,9.0,22.0,,,1.2,1.0,1.2,
SUN_HOL,21,観光・娯楽,L,200,999,9.0,22.0,,,1.2,1.35,1.62,
SUN_HOL,21,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.2,1.8,2.16,
SUN_HOL,22,観光・娯楽,S,1,49,9.0,22.0,,,1.1,0.8,0.88,
SUN_HOL,22,観光・娯楽,M,50,199,9.0,22.0,,,1.1,1.0,1.1,
SUN_HOL,22,観光・娯楽,L,200,999,9.0,22.0,,,1.1,1.35,1.49,
SUN_HOL,22,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,1.1,1.8,1.98,
SUN_HOL,23,観光・娯楽,S,1,49,9.0,22.0,,,0.9,0.8,0.72,
SUN_HOL,23,観光・娯楽,M,50,199,9.0,22.0,,,0.9,1.0,0.9,
SUN_HOL,23,観光・娯楽,L,200,999,9.0,22.0,,,0.9,1.35,1.22,
SUN_HOL,23,観光・娯楽,XL,1000,1000000000,9.0,22.0,,,0.9,1.8,1.62,
